counter,time,cube_pose_x,cube_pose_y,eef_pose_x,eef_pose_y,eef_pose_z,eef_vel_x,eef_vel_y,eef_vel_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next,eef_vel_x_next,eef_vel_y_next,eef_vel_z_next
1897,204.796,0.7,-0.31,0.6272141107,-0.1332567089,-0.2320776293,0.7001662816,-0.5643910187,0.3289611462,0.6828562254,-0.2148330788,-0.1821770908,0.4001180153,-1.0203115571,0.6272395606
1898,204.894,0.7,-0.31,0.6828562254,-0.2148330788,-0.1821770908,0.4001180153,-1.0203115571,0.6272395606,0.7016712239,-0.3208141253,-0.1242646006,-0.0003277082,-0.8450760437,0.3737286572
1899,204.994,0.7,-0.31,0.7016712239,-0.3208141253,-0.1242646006,-0.0003277082,-0.8450760437,0.3737286572,0.6991168167,-0.3415662758,-0.1181661692,0.0173303669,0.2850306657,-0.1864614885
1900,205.094,0.7,-0.31,0.6991168167,-0.3415662758,-0.1181661692,0.0173303669,0.2850306657,-0.1864614885,0.4022458543,0.0053984094,-0.1352158302,0.0140913567,-0.0847068418,0.0605298042
1901,205.856,0.69,0.28,0.4022458543,0.0053984094,-0.1352158302,0.0140913567,-0.0847068418,0.0605298042,0.4825637412,-0.0136543541,-0.1566128548,1.3196794393,0.3725902855,-0.2479392704
1902,205.956,0.69,0.28,0.4825637412,-0.0136543541,-0.1566128548,1.3196794393,0.3725902855,-0.2479392704,0.5906326377,0.0884079426,-0.1848755904,0.742529337,1.3022558119,-0.1479157813
1903,206.056,0.69,0.28,0.5906326377,0.0884079426,-0.1848755904,0.742529337,1.3022558119,-0.1479157813,0.6475053031,0.2050481042,-0.1710912618,0.4653418808,0.9565725693,0.3631886272
1904,206.156,0.69,0.28,0.6475053031,0.2050481042,-0.1710912618,0.4653418808,0.9565725693,0.3631886272,0.6884619102,0.2758598785,-0.1272450686,0.2945297127,0.4174375839,0.3463700321
1905,206.256,0.69,0.28,0.6884619102,0.2758598785,-0.1272450686,0.2945297127,0.4174375839,0.3463700321,0.6985903748,0.2887791733,-0.1200105407,-0.0747979464,-0.0690216359,-0.1645229045
1906,206.356,0.69,0.28,0.6985903748,0.2887791733,-0.1200105407,-0.0747979464,-0.0690216359,-0.1645229045,0.4008425584,0.0009720917,-0.1386690674,-0.0153579666,-0.0939078538,0.2251911635
1907,207.096,0.72,0.21,0.4008425584,0.0009720917,-0.1386690674,-0.0153579666,-0.0939078538,0.2251911635,0.4904925884,-0.0414880926,-0.1558029104,1.3232364044,-0.1573165752,-0.3169603162
1908,207.196,0.72,0.21,0.4904925884,-0.0414880926,-0.1558029104,1.3232364044,-0.1573165752,-0.3169603162,0.6075072425,0.0355947865,-0.1957420447,0.7331186555,1.1213289087,-0.162528325
1909,207.302,0.72,0.21,0.6075072425,0.0355947865,-0.1957420447,0.7331186555,1.1213289087,-0.162528325,0.6631536265,0.1287760565,-0.1846697077,0.541835267,0.875521501,0.3369790214
1910,207.396,0.72,0.21,0.6631536265,0.1287760565,-0.1846697077,0.541835267,0.875521501,0.3369790214,0.7126316488,0.1954701305,-0.1384112919,0.4175820696,0.4509888166,0.4715822377
1911,207.498,0.72,0.21,0.7126316488,0.1954701305,-0.1384112919,0.4175820696,0.4509888166,0.4715822377,0.7332460088,0.214142398,-0.1168552947,-0.0133364357,-0.0228564531,-0.0578506349
1912,207.596,0.72,0.21,0.7332460088,0.214142398,-0.1168552947,-0.0133364357,-0.0228564531,-0.0578506349,0.4009270964,0.0005927693,-0.1375399552,-0.0045847461,-0.0811868881,0.2230642444
1913,208.433,0.52,-0.21,0.4009270964,0.0005927693,-0.1375399552,-0.0045847461,-0.0811868881,0.2230642444,0.4417297973,-0.0891299356,-0.1646344287,0.2932044482,-0.8565242889,-0.2260556594
1914,208.541,0.52,-0.21,0.4417297973,-0.0891299356,-0.1646344287,0.2932044482,-0.8565242889,-0.2260556594,0.4815338881,-0.1441158017,-0.1584550398,0.4749665192,-0.6190572374,0.2681726206
1915,208.634,0.52,-0.21,0.4815338881,-0.1441158017,-0.1584550398,0.4749665192,-0.6190572374,0.2681726206,0.5144553367,-0.2113583249,-0.1303324214,0.1658615533,-0.5261484416,0.1371191886
1916,208.734,0.52,-0.21,0.5144553367,-0.2113583249,-0.1303324214,0.1658615533,-0.5261484416,0.1371191886,0.518344067,-0.2195847342,-0.1292465179,0.015456105,0.2321091921,-0.0782813948
1917,208.833,0.52,-0.21,0.518344067,-0.2195847342,-0.1292465179,0.015456105,0.2321091921,-0.0782813948,0.4009244281,0.0033262437,-0.1354862899,0.0118410035,-0.0707494395,0.0037120585
1918,209.488,0.71,-0.31,0.4009244281,0.0033262437,-0.1354862899,0.0118410035,-0.0707494395,0.0037120585,0.4582416886,-0.0886632785,-0.1761291157,0.6410400895,-1.254721618,-0.6399377286
1919,209.591,0.71,-0.31,0.4582416886,-0.0886632785,-0.1761291157,0.6410400895,-1.254721618,-0.6399377286,0.5378028274,-0.1194377047,-0.2346405368,0.9338527567,0.0926589718,-0.467818916
1920,209.69,0.71,-0.31,0.5378028274,-0.1194377047,-0.2346405368,0.9338527567,0.0926589718,-0.467818916,0.6257090196,-0.1438131894,-0.2380141641,0.6791158985,-0.5633583979,0.3021369712
1921,209.79,0.71,-0.31,0.6257090196,-0.1438131894,-0.2380141641,0.6791158985,-0.5633583979,0.3021369712,0.6765026182,-0.2150879145,-0.195272958,0.4238038964,-0.9882860838,0.6003501654
1922,209.891,0.71,-0.31,0.6765026182,-0.2150879145,-0.195272958,0.4238038964,-0.9882860838,0.6003501654,0.7032121371,-0.3274787119,-0.1269314649,0.0912464639,-0.769176783,0.4684713041
1923,209.99,0.71,-0.31,0.7032121371,-0.3274787119,-0.1269314649,0.0912464639,-0.769176783,0.4684713041,0.7081859605,-0.3426802136,-0.1139840477,0.0589922726,0.3291870064,-0.1744530645
1924,210.091,0.71,-0.31,0.7081859605,-0.3426802136,-0.1139840477,0.0589922726,0.3291870064,-0.1744530645,0.4022373127,0.0046098761,-0.13595499,-0.046342368,-0.1535711021,0.1913811893
1925,210.842,0.56,-0.04,0.4022373127,0.0046098761,-0.13595499,-0.046342368,-0.1535711021,0.1913811893,0.4755272958,-0.0315801654,-0.1415480629,0.9960626728,-0.3177369402,0.1498195836
1926,210.945,0.56,-0.04,0.4755272958,-0.0315801654,-0.1415480629,0.9960626728,-0.3177369402,0.1498195836,0.5472262639,-0.0576791619,-0.1222620479,0.4015090593,-0.048096951,0.0737757941
1927,211.042,0.56,-0.04,0.5472262639,-0.0576791619,-0.1222620479,0.4015090593,-0.048096951,0.0737757941,0.3964144914,0.0022140281,-0.1411007724,-0.0247549782,-0.1318645649,0.194725087
1928,211.485,0.73,0.26,0.3964144914,0.0022140281,-0.1411007724,-0.0247549782,-0.1318645649,0.194725087,0.4842200279,-0.0436011187,-0.1581465287,1.3468984337,-0.1432347241,-0.2767070333
1929,211.585,0.73,0.26,0.4842200279,-0.0436011187,-0.1581465287,1.3468984337,-0.1432347241,-0.2767070333,0.601506143,0.0266996439,-0.1930164287,0.8844865232,1.253527194,-0.3323752492
1930,211.685,0.73,0.26,0.601506143,0.0266996439,-0.1930164287,0.8844865232,1.253527194,-0.3323752492,0.6659591796,0.1507616745,-0.1929391387,0.5098870758,1.0789808593,0.2874231403
1931,211.786,0.73,0.26,0.6659591796,0.1507616745,-0.1929391387,0.5098870758,1.0789808593,0.2874231403,0.7128566823,0.2342654855,-0.1476495021,0.4339070943,0.5937443166,0.5357240693
1932,211.885,0.73,0.26,0.7128566823,0.2342654855,-0.1476495021,0.4339070943,0.5937443166,0.5357240693,0.7395082242,0.2631442567,-0.1165087105,0.0489508433,-0.0190115265,0.0292476218
1933,211.985,0.73,0.26,0.7395082242,0.2631442567,-0.1165087105,0.0489508433,-0.0190115265,0.0292476218,0.401462813,0.0009191926,-0.1373343094,0.0162692688,-0.061834039,0.1809748246
1934,212.889,0.43,0.11,0.401462813,0.0009191926,-0.1373343094,0.0162692688,-0.061834039,0.1809748246,0.489308654,0.0114469621,-0.1628654237,1.1635646748,0.8218763216,-0.3748707269
1935,212.989,0.45,0.11,0.489308654,0.0114469621,-0.1628654237,1.1635646748,0.8218763216,-0.3748707269,0.5732803304,0.1122940802,-0.1735572516,0.6306237328,0.935333818,0.1664226417
1936,213.089,0.44,0.11,0.5732803304,0.1122940802,-0.1735572516,0.6306237328,0.935333818,0.1664226417,0.6280588801,0.1863073,-0.1410791118,0.4723967583,0.5502697533,0.4044542407
1937,213.189,0.44,0.11,0.6280588801,0.1863073,-0.1410791118,0.4723967583,0.5502697533,0.4044542407,0.654279999,0.2178457951,-0.1207617238,0.0016003493,0.0381792811,-0.0311077992
1938,213.291,0.44,0.11,0.654279999,0.2178457951,-0.1207617238,0.0016003493,0.0381792811,-0.0311077992,0.3983718594,-0.001077381,-0.1385651915,0.0675219164,-0.0246386491,0.1737280299
1939,213.949,0.59,-0.29,0.3983718594,-0.001077381,-0.1385651915,0.0675219164,-0.0246386491,0.1737280299,0.4581092552,-0.0815674641,-0.1762136213,0.6175531424,-0.8284832955,-0.5795269817
1940,214.049,0.59,-0.29,0.4581092552,-0.0815674641,-0.1762136213,0.6175531424,-0.8284832955,-0.5795269817,0.5255347782,-0.1277576733,-0.1929182919,0.6672938882,-0.5022027172,0.1583362651
1941,214.151,0.59,-0.29,0.5255347782,-0.1277576733,-0.1929182919,0.6672938882,-0.5022027172,0.1583362651,0.5791004612,-0.1967137834,-0.1599132629,0.4009841576,-0.8571140853,0.4553905583
1942,214.249,0.59,-0.29,0.5791004612,-0.1967137834,-0.1599132629,0.4009841576,-0.8571140853,0.4553905583,0.5935695615,-0.2871804631,-0.1238342952,-0.0569604195,-0.7351960527,0.1233367185
1943,214.349,0.59,-0.29,0.5935695615,-0.2871804631,-0.1238342952,-0.0569604195,-0.7351960527,0.1233367185,0.5860654663,-0.3055435032,-0.1276836287,0.016412846,0.2397660159,-0.137772742
1944,214.454,0.59,-0.29,0.5860654663,-0.3055435032,-0.1276836287,0.016412846,0.2397660159,-0.137772742,0.4013719031,0.0052832664,-0.1341290376,0.0304589735,-0.1272752591,0.0085886852
1945,215.166,0.57,-0.13,0.4013719031,0.0052832664,-0.1341290376,0.0304589735,-0.1272752591,0.0085886852,0.4015239101,0.0038851639,-0.1341076234,-0.002287193,-0.1424274524,-0.0055906569
1946,215.17,0.57,-0.13,0.4015239101,0.0038851639,-0.1341076234,-0.002287193,-0.1424274524,-0.0055906569,0.4550403299,-0.0651784274,-0.1637314582,0.711144301,-0.4948059502,-0.108441773
1947,215.269,0.57,-0.13,0.4550403299,-0.0651784274,-0.1637314582,0.711144301,-0.4948059502,-0.108441773,0.5253803676,-0.1122721538,-0.14758125,0.6102986712,-0.5503219048,0.3267422757
1948,215.369,0.57,-0.13,0.5253803676,-0.1122721538,-0.14758125,0.6102986712,-0.5503219048,0.3267422757,0.5674699067,-0.1431680258,-0.1255405094,0.2070633616,0.0650911062,0.0356457831
1949,215.471,0.57,-0.13,0.5674699067,-0.1431680258,-0.1255405094,0.2070633616,0.0650911062,0.0356457831,0.3990279992,0.0045757666,-0.1364870597,0.0477514173,-0.0653820685,0.0445077229
1950,216.018,0.59,-0.18,0.3990279992,0.0045757666,-0.1364870597,0.0477514173,-0.0653820685,0.0445077229,0.4588384256,-0.0641036604,-0.1687569348,0.8501359754,-0.392251643,-0.2169675486
1951,216.12,0.59,-0.18,0.4588384256,-0.0641036604,-0.1687569348,0.8501359754,-0.392251643,-0.2169675486,0.5347666777,-0.0972486235,-0.1618343023,0.7432184117,-0.4969578471,0.279627317
1952,216.218,0.59,-0.18,0.5347666777,-0.0972486235,-0.1618343023,0.7432184117,-0.4969578471,0.279627317,0.5877260862,-0.1646948754,-0.128110578,0.2535204403,-0.7780244453,0.2448393493
1953,216.319,0.59,-0.18,0.5877260862,-0.1646948754,-0.128110578,0.2535204403,-0.7780244453,0.2448393493,0.5941419452,-0.202232312,-0.1247159196,-0.0717312537,0.0878932247,-0.0911514924
1954,216.419,0.59,-0.18,0.5941419452,-0.202232312,-0.1247159196,-0.0717312537,0.0878932247,-0.0911514924,0.3984472441,0.0043616267,-0.1368697534,0.0291466221,-0.1042809038,0.0229881631
1955,217.106,0.6,-0.25,0.3984472441,0.0043616267,-0.1368697534,0.0291466221,-0.1042809038,0.0229881631,0.398701676,0.0031799942,-0.1366867911,0.0202485887,-0.1240520785,0.0146249263
1956,217.107,0.6,-0.25,0.398701676,0.0031799942,-0.1366867911,0.0202485887,-0.1240520785,0.0146249263,0.4600644954,-0.0669896324,-0.1689960171,1.0410807337,-0.2984346405,-0.2529755604
1957,217.208,0.6,-0.25,0.4600644954,-0.0669896324,-0.1689960171,1.0410807337,-0.2984346405,-0.2529755604,0.5481125644,-0.092048833,-0.1651799521,0.8391334313,-0.4355149463,0.2627362409
1958,217.308,0.6,-0.25,0.5481125644,-0.092048833,-0.1651799521,0.8391334313,-0.4355149463,0.2627362409,0.6088810598,-0.1579280524,-0.1294894216,0.3015989286,-0.8692675558,0.3153764287
1959,217.407,0.6,-0.25,0.6088810598,-0.1579280524,-0.1294894216,0.3015989286,-0.8692675558,0.3153764287,0.6054318561,-0.2566548408,-0.1197971707,-0.2147911367,-0.6710787429,-0.1580887494
1960,217.507,0.6,-0.25,0.6054318561,-0.2566548408,-0.1197971707,-0.2147911367,-0.6710787429,-0.1580887494,0.5908082024,-0.2713277906,-0.1344070459,0.068386916,0.243607365,-0.0837661656
1961,217.607,0.6,-0.25,0.5908082024,-0.2713277906,-0.1344070459,0.068386916,0.243607365,-0.0837661656,0.3999430712,0.0039846323,-0.1368782229,0.0154647494,-0.145926101,0.0102205117
1962,218.336,0.53,-0.33,0.3999430712,0.0039846323,-0.1368782229,0.0154647494,-0.145926101,0.0102205117,0.4248520485,-0.0718089657,-0.1798152458,0.483554322,-0.6506680545,-0.4289058703
1963,218.436,0.53,-0.33,0.4248520485,-0.0718089657,-0.1798152458,0.483554322,-0.6506680545,-0.4289058703,0.5071915779,-0.1139026749,-0.1817298603,0.7536129864,-0.4769527926,0.2787337891
1964,218.536,0.53,-0.33,0.5071915779,-0.1139026749,-0.1817298603,0.7536129864,-0.4769527926,0.2787337891,0.5648918872,-0.1806576949,-0.1427685875,0.3307351247,-0.8629025448,0.3985478988
1965,218.637,0.53,-0.33,0.5648918872,-0.1806576949,-0.1427685875,0.3307351247,-0.8629025448,0.3985478988,0.565511304,-0.2651764605,-0.1214465304,-0.2730077551,-0.9514235453,0.0638800495
1966,218.736,0.53,-0.33,0.565511304,-0.2651764605,-0.1214465304,-0.2730077551,-0.9514235453,0.0638800495,0.5198319967,-0.3493058606,-0.1290385091,-0.3899223669,-0.3749206253,-0.0853621922
1967,218.836,0.53,-0.33,0.5198319967,-0.3493058606,-0.1290385091,-0.3899223669,-0.3749206253,-0.0853621922,0.5151968484,-0.3486169702,-0.1337230761,0.1589385784,0.2453533463,-0.0203899818
1968,218.936,0.53,-0.33,0.5151968484,-0.3486169702,-0.1337230761,0.1589385784,0.2453533463,-0.0203899818,0.4021746163,-0.0002352875,-0.138209617,-0.0517554164,0.3486299556,0.0278423387
1969,219.587,0.7,0.3,0.4021746163,-0.0002352875,-0.138209617,-0.0517554164,0.3486299556,0.0278423387,0.4013385014,0.0035049225,-0.1376810163,-0.0517554164,0.3486299556,0.0278423387
1970,219.587,0.7,0.3,0.4013385014,0.0035049225,-0.1376810163,-0.0517554164,0.3486299556,0.0278423387,0.4251021152,-0.0009308518,-0.1886634329,0.4829617885,0.2039000044,-0.431341232
1971,219.687,0.7,0.3,0.4251021152,-0.0009308518,-0.1886634329,0.4829617885,0.2039000044,-0.431341232,0.509732304,0.0541360566,-0.1937404006,1.1513002001,0.8448972504,0.2247919707
1972,219.787,0.7,0.3,0.509732304,0.0541360566,-0.1937404006,1.1513002001,0.8448972504,0.2247919707,0.6273221852,0.1596148505,-0.1482904745,0.8953253351,0.9862624187,0.4602798515
1973,219.888,0.7,0.3,0.6273221852,0.1596148505,-0.1482904745,0.8953253351,0.9862624187,0.4602798515,0.6869709584,0.2485588631,-0.1199262214,0.2879022761,0.7237380284,0.1018401583
1974,219.987,0.7,0.3,0.6869709584,0.2485588631,-0.1199262214,0.2879022761,0.7237380284,0.1018401583,0.6972747665,0.2971655577,-0.1237652967,0.0078282317,0.3611290018,-0.1419854163
1975,220.09,0.7,0.3,0.6972747665,0.2971655577,-0.1237652967,0.0078282317,0.3611290018,-0.1419854163,0.6937703875,0.3103402994,-0.1360943118,-0.046500099,-0.0287543144,-0.0617472027
1976,220.187,0.7,0.3,0.6937703875,0.3103402994,-0.1360943118,-0.046500099,-0.0287543144,-0.0617472027,0.4002216711,-0.0003707945,-0.1378112693,-0.0194524477,-0.0663876677,0.0641576942
1977,220.951,0.67,0.2,0.4002216711,-0.0003707945,-0.1378112693,-0.0194524477,-0.0663876677,0.0641576942,0.4432460253,-0.0302873314,-0.1677274871,0.8583221959,0.0693747075,-0.2966218837
1978,221.051,0.67,0.2,0.4432460253,-0.0302873314,-0.1677274871,0.8583221959,0.0693747075,-0.2966218837,0.5538352117,0.0343381972,-0.1727699911,1.1341955186,1.0352534363,0.1298123348
1979,221.151,0.67,0.2,0.5538352117,0.0343381972,-0.1727699911,1.1341955186,1.0352534363,0.1298123348,0.635655269,0.1296348187,-0.1447535662,0.6930701282,0.965636494,0.4318578215
1980,221.252,0.67,0.2,0.635655269,0.1296348187,-0.1447535662,0.6930701282,0.965636494,0.4318578215,0.6803918131,0.2040375347,-0.1177888733,0.0843998851,0.2955504623,-0.0889737083
1981,221.358,0.67,0.2,0.6803918131,0.2040375347,-0.1177888733,0.0843998851,0.2955504623,-0.0889737083,0.3992059368,-0.0007069576,-0.1388127745,-0.0019013036,-0.0727272954,0.1281785717
1982,222.031,0.7,-0.3,0.3992059368,-0.0007069576,-0.1388127745,-0.0019013036,-0.0727272954,0.1281785717,0.4574545167,-0.0717103386,-0.1632441338,1.1230300548,-0.5675631174,-0.2199523698
1983,222.136,0.7,-0.3,0.4574545167,-0.0717103386,-0.1632441338,1.1230300548,-0.5675631174,-0.2199523698,0.5994113574,-0.0816560815,-0.1769352427,1.1724888945,-0.0234937848,0.0618800904
1984,222.231,0.7,-0.3,0.5994113574,-0.0816560815,-0.1769352427,1.1724888945,-0.0234937848,0.0618800904,0.6836804379,-0.1123207371,-0.1507330386,0.7354042821,-0.6389396754,0.4574964573
1985,222.331,0.7,-0.3,0.6836804379,-0.1123207371,-0.1507330386,0.7354042821,-0.6389396754,0.4574964573,0.7219799297,-0.20267513,-0.1142107111,0.0270334901,-1.0717657296,0.1729918218
1986,222.432,0.7,-0.3,0.7219799297,-0.20267513,-0.1142107111,0.0270334901,-1.0717657296,0.1729918218,0.6956574109,-0.3135339602,-0.1196666996,-0.3435822809,-0.7041602675,-0.2467676432
1987,222.534,0.7,-0.3,0.6956574109,-0.3135339602,-0.1196666996,-0.3435822809,-0.7041602675,-0.2467676432,0.6781288251,-0.3314389592,-0.1356550229,0.0511471701,0.2064907973,-0.0884252268
1988,222.634,0.7,-0.3,0.6781288251,-0.3314389592,-0.1356550229,0.0511471701,0.2064907973,-0.0884252268,0.4013923309,0.0054235347,-0.1356308919,0.0083516446,-0.1259150696,0.0301069606
1989,223.401,0.78,0.22,0.4013923309,0.0054235347,-0.1356308919,0.0083516446,-0.1259150696,0.0301069606,0.4595098342,-0.0879816743,-0.1853717585,0.4299619546,-1.0011607887,-0.6669139498
1990,223.501,0.78,0.22,0.4595098342,-0.0879816743,-0.1853717585,0.4299619546,-1.0011607887,-0.6669139498,0.5350483106,-0.091522706,-0.2272344499,1.1976949576,0.7266331118,-0.2228273781
1991,223.602,0.78,0.22,0.5350483106,-0.091522706,-0.2272344499,1.1976949576,0.7266331118,-0.2228273781,0.6526433272,0.0257711653,-0.2298171498,1.003856343,1.438339159,0.174192747
1992,223.703,0.78,0.22,0.6526433272,0.0257711653,-0.2298171498,1.003856343,1.438339159,0.174192747,0.7293007162,0.1555396638,-0.1895929979,0.6053309659,1.0668035945,0.5854913352
1993,223.801,0.78,0.22,0.7293007162,0.1555396638,-0.1895929979,0.6053309659,1.0668035945,0.5854913352,0.7800502498,0.2301110562,-0.1280810804,0.3564010103,0.3829231273,0.4552505444
1994,223.901,0.78,0.22,0.7800502498,0.2301110562,-0.1280810804,0.3564010103,0.3829231273,0.4552505444,0.7933550345,0.2319481556,-0.1157366305,-0.0307304761,-0.1761237172,-0.1481572096
1995,224.002,0.78,0.22,0.7933550345,0.2319481556,-0.1157366305,-0.0307304761,-0.1761237172,-0.1481572096,0.4013444214,0.0005823849,-0.1366584966,-0.0498583841,-0.1087498244,0.1941257484
1996,224.839,0.78,-0.01,0.4013444214,0.0005823849,-0.1366584966,-0.0498583841,-0.1087498244,0.1941257484,0.5038651085,-0.0698712173,-0.1506622834,1.4477520661,-0.5142459617,-0.208300563
1997,224.939,0.78,-0.01,0.5038651085,-0.0698712173,-0.1506622834,1.4477520661,-0.5142459617,-0.208300563,0.6253466686,-0.0761478911,-0.1849707665,0.8873454334,-0.0173272254,-0.2410463708
1998,225.039,0.78,-0.01,0.6253466686,-0.0761478911,-0.1849707665,0.8873454334,-0.0173272254,-0.2410463708,0.7001493362,-0.0823250134,-0.1774903123,0.6932136423,0.081864359,0.3359274601
1999,225.139,0.78,-0.01,0.7001493362,-0.0823250134,-0.1774903123,0.6932136423,0.081864359,0.3359274601,0.7643529494,-0.0526505891,-0.1313367682,0.5056789314,0.4396362472,0.4383187093
2000,225.242,0.78,-0.01,0.7643529494,-0.0526505891,-0.1313367682,0.5056789314,0.4396362472,0.4383187093,0.787898967,-0.0115413864,-0.1165946225,-0.0449408287,0.2713008934,-0.1513243008
2001,225.34,0.78,-0.01,0.787898967,-0.0115413864,-0.1165946225,-0.0449408287,0.2713008934,-0.1513243008,0.7740847612,-0.0063110037,-0.1380408435,-0.102952656,-0.1398733641,-0.154015295
2002,225.439,0.78,-0.01,0.7740847612,-0.0063110037,-0.1380408435,-0.102952656,-0.1398733641,-0.154015295,0.4008162024,0.0004816586,-0.1378009826,-0.0075014227,-0.0831689381,0.2226424714
2003,226.21,0.6,-0.36,0.4008162024,0.0004816586,-0.1378009826,-0.0075014227,-0.0831689381,0.2226424714,0.4555747438,-0.090558525,-0.1816492266,0.4753593824,-1.2103777333,-0.7770680148
2004,226.31,0.6,-0.36,0.4555747438,-0.090558525,-0.1816492266,0.4753593824,-1.2103777333,-0.7770680148,0.4994530184,-0.1483729997,-0.2358828072,0.6117876488,-0.3187723128,-0.1171870909
2005,226.41,0.6,-0.36,0.4994530184,-0.1483729997,-0.2358828072,0.6117876488,-0.3187723128,-0.1171870909,0.5590793472,-0.2014872759,-0.2194121354,0.5058277667,-0.746240197,0.3765183483
2006,226.512,0.6,-0.36,0.5590793472,-0.2014872759,-0.2194121354,0.5058277667,-0.746240197,0.3765183483,0.5949223141,-0.2925087432,-0.1695781533,0.2026793757,-1.0362719951,0.5931711632
2007,226.61,0.6,-0.36,0.5949223141,-0.2925087432,-0.1695781533,0.2026793757,-1.0362719951,0.5931711632,0.5976695858,-0.3844691921,-0.1230572989,-0.112364167,-0.5275985081,0.2411164566
2008,226.71,0.6,-0.36,0.5976695858,-0.3844691921,-0.1230572989,-0.112364167,-0.5275985081,0.2411164566,0.5971020482,-0.3815074348,-0.1255629921,0.0674972836,0.3360429324,-0.1707995616
2009,226.81,0.6,-0.36,0.5971020482,-0.3815074348,-0.1255629921,0.0674972836,0.3360429324,-0.1707995616,0.4004154615,0.0044252789,-0.1375463668,0.008582801,0.1886747867,0.1759449149
2010,227.521,0.75,-0.03,0.4004154615,0.0044252789,-0.1375463668,0.008582801,0.1886747867,0.1759449149,0.4981748066,-0.0477622457,-0.149917787,1.4386677816,-0.4102734577,-0.1730187085
2011,227.622,0.75,-0.03,0.4981748066,-0.0477622457,-0.149917787,1.4386677816,-0.4102734577,-0.1730187085,0.619634972,-0.0536646842,-0.1716019673,0.9048588512,-0.1277488001,-0.0454218172
2012,227.721,0.75,-0.03,0.619634972,-0.0536646842,-0.1716019673,0.9048588512,-0.1277488001,-0.0454218172,0.6951861384,-0.0800344317,-0.1512483068,0.6713158875,-0.1621320879,0.4108598619
2013,227.824,0.75,-0.03,0.6951861384,-0.0800344317,-0.1512483068,0.6713158875,-0.1621320879,0.4108598619,0.7467305872,-0.0690802033,-0.1162502015,0.2990127788,0.3470424939,0.1450170072
2014,227.922,0.75,-0.03,0.7467305872,-0.0690802033,-0.1162502015,0.2990127788,0.3470424939,0.1450170072,0.4000359981,0.0001328198,-0.138518793,-0.0112740206,-0.0904909838,0.2230250571
2015,228.725,0.6,-0.14,0.4000359981,0.0001328198,-0.138518793,-0.0112740206,-0.0904909838,0.2230250571,0.4593474452,-0.0652150956,-0.1655851149,0.7319122584,-0.6131030884,-0.309784075
2016,228.826,0.6,-0.14,0.4593474452,-0.0652150956,-0.1655851149,0.7319122584,-0.6131030884,-0.309784075,0.5320294451,-0.1118590343,-0.1618658885,0.6432748622,-0.5559336043,0.2694211886
2017,228.926,0.6,-0.14,0.5320294451,-0.1118590343,-0.1618658885,0.6432748622,-0.5559336043,0.2694211886,0.5888231044,-0.159743868,-0.1280576615,0.3467680557,-0.0957884522,0.1729965393
2018,229.029,0.6,-0.14,0.5888231044,-0.159743868,-0.1280576615,0.3467680557,-0.0957884522,0.1729965393,0.6006982374,-0.1451298123,-0.1274484163,-0.0412773303,0.2405088619,-0.1170440314
2019,229.127,0.6,-0.14,0.6006982374,-0.1451298123,-0.1274484163,-0.0412773303,0.2405088619,-0.1170440314,0.3996525765,0.0052625961,-0.1364428263,0.0655714067,-0.0165581527,0.0967166896
2020,229.631,0.56,0.13,0.3996525765,0.0052625961,-0.1364428263,0.0655714067,-0.0165581527,0.0967166896,0.463401097,0.0253979043,-0.1516111971,0.9259554232,0.7458799403,-0.0095361843
2021,229.732,0.56,0.13,0.463401097,0.0253979043,-0.1516111971,0.9259554232,0.7458799403,-0.0095361843,0.5397361809,0.1018454516,-0.1313292057,0.5423493199,0.6114820662,0.2619251869
2022,229.832,0.56,0.13,0.5397361809,0.1018454516,-0.1313292057,0.5423493199,0.6114820662,0.2619251869,0.5651016797,0.1357962891,-0.1253244096,-0.0483070234,0.0292025411,-0.0995996829
2023,229.932,0.56,0.13,0.5651016797,0.1357962891,-0.1253244096,-0.0483070234,0.0292025411,-0.0995996829,0.39551915,-0.0036291849,-0.1403057474,0.040827878,-0.0008528734,0.0628166103
2024,230.43,0.56,-0.03,0.39551915,-0.0036291849,-0.1403057474,0.040827878,-0.0008528734,0.0628166103,0.4765054983,-0.0351281417,-0.1458973691,1.0150476316,-0.3054902685,0.1649929082
2025,230.535,0.56,-0.03,0.4765054983,-0.0351281417,-0.1458973691,1.0150476316,-0.3054902685,0.1649929082,0.552211997,-0.0492685201,-0.1236787419,0.4549733143,0.0883291339,0.1185931331
2026,230.63,0.56,-0.03,0.552211997,-0.0492685201,-0.1236787419,0.4549733143,0.0883291339,0.1185931331,0.5688381224,-0.0272695261,-0.1298939245,-0.0710766343,0.1742076743,-0.103714918
2027,230.73,0.56,-0.03,0.5688381224,-0.0272695261,-0.1298939245,-0.0710766343,0.1742076743,-0.103714918,0.3968740067,0.000954058,-0.1394975708,0.0529267672,-0.0680102754,0.1136033111
2028,231.225,0.66,-0.01,0.3968740067,0.000954058,-0.1394975708,0.0529267672,-0.0680102754,0.1136033111,0.4866123106,-0.0454301087,-0.1530318089,1.295126264,-0.2302163576,-0.2005130927
2029,231.328,0.66,-0.01,0.4866123106,-0.0454301087,-0.1530318089,1.295126264,-0.2302163576,-0.2005130927,0.5889853465,-0.0612445132,-0.1506636648,0.8134412321,-0.058999067,0.2259176408
