counter,time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,cube_pose_x,cube_pose_y,right_gripper
1076,52.945000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.7,-0.38,0.0
1077,53.145000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.7,-0.38,0.0
1078,53.345000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.7,-0.38,0.0
1079,53.545000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.7,-0.38,0.0
1080,53.848000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,-0.33,0.0
1081,54.051000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,-0.33,0.0
1082,54.251000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,-0.33,0.0
1083,54.452000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,-0.33,0.0
1084,54.653000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,-0.33,0.0
1085,54.934000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.06,0.0
1086,55.134000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.06,0.0
1087,55.334000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.06,0.0
1088,55.535000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.06,0.0
1089,55.736000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.06,0.0
1090,56.037000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,-0.16,0.0
1091,56.240000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,-0.16,0.0
1092,56.441000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,-0.16,0.0
1093,56.641000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,-0.16,0.0
1094,56.843000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,-0.16,0.0
1095,57.161000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.68,-0.38,0.0
1096,57.364000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.68,-0.38,0.0
1097,57.564000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.68,-0.38,0.0
1098,57.766000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.68,-0.38,0.0
1099,57.966000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.68,-0.38,0.0
1100,58.277000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.61,-0.09,0.0
1101,58.481000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.61,-0.09,0.0
1102,58.681000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.61,-0.09,0.0
1103,58.893000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.61,-0.09,0.0
1104,59.094000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.61,-0.09,0.0
1105,59.431000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.5,0.32,0.0
1106,59.631000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.5,0.32,0.0
1107,59.832000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.5,0.32,0.0
1108,60.032000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.5,0.32,0.0
1109,60.232000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.5,0.32,0.0
1110,60.547000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.5,0.32,0.0
1111,60.747000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.34,0.0
1112,60.949000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.34,0.0
1113,61.150000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.34,0.0
1114,61.362000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.34,0.0
1115,61.720000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.39,0.0
1116,61.920000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.39,0.0
1117,62.121000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.39,0.0
1118,62.322000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.39,0.0
1119,62.522000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.39,0.0
1120,62.722000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.39,0.0
1121,62.961000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.27,0.0
1122,63.161000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.27,0.0
1123,63.361000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.27,0.0
1124,63.562000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.27,0.0
1125,63.762000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.57,0.27,0.0
1126,64.007000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.53,0.37,0.0
1127,64.210000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.53,0.37,0.0
1128,64.411000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.53,0.37,0.0
1129,64.611000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.53,0.37,0.0
1130,64.813000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.53,0.37,0.0
1131,65.124000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.58,-0.34,0.0
1132,65.324000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.58,-0.34,0.0
1133,65.525000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.58,-0.34,0.0
1134,65.725000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.58,-0.34,0.0
1135,65.925000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.58,-0.34,0.0
1136,66.221000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.23,0.0
1137,66.422000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.23,0.0
1138,66.622000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.23,0.0
1139,66.822000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.23,0.0
1140,67.024000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.66,0.23,0.0
1141,67.287000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.38,0.0
1142,67.488000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.38,0.0
1143,67.693000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.38,0.0
1144,67.894000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.38,0.0
1145,68.095000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.56,-0.38,0.0
1146,68.489000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,0.11,0.0
1147,68.690000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,0.11,0.0
1148,68.890000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,0.11,0.0
1149,69.091000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,0.11,0.0
1150,69.291000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.63,0.11,0.0
1151,69.654000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.6,-0.34,0.0
1152,69.855000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.6,-0.34,0.0
1153,70.055000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.6,-0.34,0.0
1154,70.257000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.6,-0.34,0.0
1155,70.459000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.6,-0.34,0.0
1156,70.755000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.54,-0.16,0.0
1157,70.955000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.54,-0.16,0.0
1158,71.155000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.54,-0.16,0.0
1159,71.356000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.54,-0.16,0.0
1160,71.567000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.54,-0.16,0.0
1161,71.961000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.51,-0.02,0.0
1162,72.165000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.51,-0.02,0.0
1163,72.365000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.51,-0.02,0.0
1164,72.565000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.51,-0.02,0.0
1165,72.766000,-0.269203995191,1.6444084928,0.163122660296,0.138872267659,-0.0433364930965,-0.0540653782617,0.0300480216227,0.51,-0.02,0.0
1166,19.436000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.68,-0.15,0.0
1167,19.636000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.68,-0.15,0.0
1168,19.836000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.68,-0.15,0.0
1169,20.037000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.68,-0.15,0.0
1170,20.237000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.68,-0.15,0.0
1171,20.439000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.68,-0.15,0.0
1172,20.676000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.53,-0.35,0.0
1173,20.876000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.53,-0.35,0.0
1174,21.076000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.53,-0.35,0.0
1175,21.279000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.53,-0.35,0.0
1176,21.479000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.53,-0.35,0.0
1177,21.789000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,0.06,0.0
1178,21.989000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,0.06,0.0
1179,22.190000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,0.06,0.0
1180,22.390000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,0.06,0.0
1181,22.590000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,0.06,0.0
1182,22.836000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.65,0.3,0.0
1183,23.037000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.65,0.3,0.0
1184,23.237000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.65,0.3,0.0
1185,23.437000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.65,0.3,0.0
1186,23.735000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.52,-0.03,0.0
1187,23.935000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.52,-0.03,0.0
1188,24.135000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.52,-0.03,0.0
1189,24.335000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.52,-0.03,0.0
1190,24.535000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.52,-0.03,0.0
1191,24.768000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,-0.1,0.0
1192,24.968000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,-0.1,0.0
1193,25.168000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,-0.1,0.0
1194,25.368000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,-0.1,0.0
1195,25.728000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,-0.37,0.0
1196,25.928000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,-0.37,0.0
1197,26.128000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,-0.37,0.0
1198,26.328000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,-0.37,0.0
1199,26.528000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,-0.37,0.0
1200,26.793000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.35,0.0
1201,26.993000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.35,0.0
1202,27.193000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.35,0.0
1203,27.393000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.35,0.0
1204,27.594000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.35,0.0
1205,27.932000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,0.37,0.0
1206,28.132000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,0.37,0.0
1207,28.332000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,0.37,0.0
1208,28.533000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,0.37,0.0
1209,28.733000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.56,0.37,0.0
1210,29.065000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.54,0.37,0.0
1211,29.265000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.54,0.37,0.0
1212,29.466000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.54,0.37,0.0
1213,29.666000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.54,0.37,0.0
1214,29.869000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.54,0.37,0.0
1215,30.072000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.54,0.37,0.0
1216,30.400000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.58,0.09,0.0
1217,30.600000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.58,0.09,0.0
1218,30.800000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.58,0.09,0.0
1219,31.001000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.58,0.09,0.0
1220,31.201000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.58,0.09,0.0
1221,31.564000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.64,0.28,0.0
1222,31.764000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.64,0.28,0.0
1223,31.964000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.64,0.28,0.0
1224,32.168000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.64,0.28,0.0
1225,32.369000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.64,0.28,0.0
1226,32.730000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.57,0.11,0.0
1227,32.931000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.57,0.11,0.0
1228,33.131000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.57,0.11,0.0
1229,33.332000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.57,0.11,0.0
1230,33.533000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.57,0.11,0.0
1231,33.900000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,0.29,0.0
1232,34.102000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,0.29,0.0
1233,34.302000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,0.29,0.0
1234,34.502000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,0.29,0.0
1235,34.704000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.69,0.29,0.0
1236,35.092000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.36,0.0
1237,35.295000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.36,0.0
1238,35.495000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.36,0.0
1239,35.695000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.36,0.0
1240,35.898000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.36,0.0
1241,36.099000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.36,0.0
1242,36.347000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,-0.28,0.0
1243,36.548000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,-0.28,0.0
1244,36.750000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,-0.28,0.0
1245,36.952000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969622,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,-0.28,0.0
1246,37.152000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764876,0.0163855049185,0.59,-0.28,0.0
1247,37.532000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.59,-0.28,0.0
1248,37.734000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.61,-0.21,0.0
1249,37.941000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.61,-0.21,0.0
1250,38.141000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.61,-0.21,0.0
1251,38.343000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.61,-0.21,0.0
1252,38.543000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.61,-0.21,0.0
1253,38.804000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.29,0.0
1254,39.005000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.29,0.0
1255,39.205000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.29,0.0
1256,39.405000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.29,0.0
1257,39.608000,-0.251749257571,1.52162012187,0.161014787565,-0.0461964969623,-0.0318295094476,-0.0612999764875,0.0163855049185,0.51,0.29,0.0
