counter,time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,cube_pose_x,cube_pose_y,right_gripper,right_j0_next,right_j1_next,right_j2_next,right_j3_next,right_j4_next,right_j5_next,right_j6_next,eef_pose_x,eef_pose_y,eef_pose_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next
2213,304.682,0.6852139244,0.8681673404,0.8101476048,-1.5101255104,-0.6225619891,1.9746432979,2.9211046667,0.59,0.36,0.000189,0.6822384409,0.6404787077,0.743456687,-1.2914202672,-0.6215300264,1.9590914322,3.0302091284,0.5330717659,0.2546863166,-0.0526965933,0.597418543,0.3606967367,0.0147374335
2214,304.891,0.6822384409,0.6404787077,0.743456687,-1.2914202672,-0.6215300264,1.9590914322,3.0302091284,0.59,0.36,0.000189,0.6822384409,0.6404787077,0.743456687,-1.2914202672,-0.6215300264,1.9590914322,3.0302091284,0.597418543,0.3606967367,0.0147374335,0.597418543,0.3606967367,0.0147374335
2215,305.665,0.3927081794,1.1324392525,0.9715326428,-1.9939362809,-0.4494562729,2.2073719809,2.3372856771,0.67,-0.21,0.000189,0.078492959,0.8908787539,0.8322144886,-1.5087660116,-0.6756984626,1.9485734292,2.1908332315,0.3990336762,-0.0012730873,-0.0027408991,0.5675313987,-0.1080220566,-0.0748228127
2216,305.865,0.078492959,0.8908787539,0.8322144886,-1.5087660116,-0.6756984626,1.9485734292,2.1908332315,0.67,-0.21,0.000189,-0.1856634942,0.6329129857,0.7981509262,-1.2828138492,-0.6776334348,1.9343988386,2.1833946027,0.5675313987,-0.1080220566,-0.0748228127,0.6519286393,-0.2348854416,-0.003516434
2217,306.065,-0.1856634942,0.6329129857,0.7981509262,-1.2828138492,-0.6776334348,1.9343988386,2.1833946027,0.67,-0.21,0.000189,-0.1856634942,0.6329129857,0.7981509262,-1.2828138492,-0.6776334348,1.9343988386,2.1833946027,0.6519286393,-0.2348854416,-0.003516434,0.6519286393,-0.2348854416,-0.003516434
2218,306.951,0.4530134646,1.0571550394,1.0368863214,-2.005816893,-0.5482998366,2.2043284504,2.2524638319,0.52,0.05,0.000189,0.1331887611,0.8077354488,0.9692855355,-1.6200769988,-0.8016461546,1.999480408,1.9911985148,0.4008018811,0.0035354027,0.0009430676,0.5406182797,-0.1189923541,-0.0460899052
2219,307.153,0.1331887611,0.8077354488,0.9692855355,-1.6200769988,-0.8016461546,1.999480408,1.9911985148,0.52,0.05,0.000189,-0.1194747561,0.615836742,0.9407153788,-1.4773248143,-0.8021994626,1.9828504701,1.9697613196,0.5406182797,-0.1189923541,-0.0460899052,0.5944270759,-0.2403207039,0.012088261
2220,307.353,-0.1194747561,0.615836742,0.9407153788,-1.4773248143,-0.8021994626,1.9828504701,1.9697613196,0.52,0.05,0.000189,-0.1194747561,0.615836742,0.9407153788,-1.4773248143,-0.8021994626,1.9828504701,1.9697613196,0.5944270759,-0.2403207039,0.012088261,0.5944270759,-0.2403207039,0.012088261
2221,308.045,0.5324283535,0.931102225,1.1432982096,-2.0306362578,-0.72355188,2.1856459727,2.1189905139,0.61,-0.38,0.000189,0.2167408,0.680469186,1.1706116026,-1.5383394552,-1.1067785682,1.8298136263,1.7521085729,0.3991240338,0.0055948058,0.0017189638,0.53635517,-0.113088892,-0.1066804824
2222,308.247,0.2167408,0.680469186,1.1706116026,-1.5383394552,-1.1067785682,1.8298136263,1.7521085729,0.61,-0.38,0.000189,-0.133046846,0.4142201583,1.1697510232,-1.295861816,-1.1049913253,1.8156576292,1.6979539218,0.53635517,-0.113088892,-0.1066804824,0.6332040425,-0.2616566367,-0.0338205855
2223,308.447,-0.133046846,0.4142201583,1.1697510232,-1.295861816,-1.1049913253,1.8156576292,1.6979539218,0.61,-0.38,0.000189,-0.3766869494,0.3302836257,1.1585088523,-1.2434216236,-1.1095100581,1.8040236426,1.7044326623,0.6332040425,-0.2616566367,-0.0338205855,0.5941827115,-0.41205108,0.0088527839
2224,308.651,-0.3766869494,0.3302836257,1.1585088523,-1.2434216236,-1.1095100581,1.8040236426,1.7044326623,0.61,-0.38,0.000189,-0.3766869494,0.3302836257,1.1585088523,-1.2434216236,-1.1095100581,1.8040236426,1.7044326623,0.5941827115,-0.41205108,0.0088527839,0.5941827115,-0.41205108,0.0088527839
2225,309.553,0.5816290453,0.7841735205,1.2415517535,-2.0508123741,-0.9070852632,2.1351779561,1.9859189423,0.64,-0.3,0.000189,0.288423702,0.539945542,1.2667819412,-1.5786462793,-1.2097399813,1.7949344825,1.7675846189,0.4007292289,0.0042089768,-0.0008620777,0.5544004119,-0.0802984701,-0.0800265619
2226,309.754,0.288423702,0.539945542,1.2667819412,-1.5786462793,-1.2097399813,1.7949344825,1.7675846189,0.64,-0.3,0.000189,-0.0610173151,0.2966601203,1.2560051713,-1.3520695283,-1.2026972415,1.7803444124,1.7363177209,0.5544004119,-0.0802984701,-0.0800265619,0.6528208262,-0.232036503,0.0027516161
2227,309.957,-0.0610173151,0.2966601203,1.2560051713,-1.3520695283,-1.2026972415,1.7803444124,1.7363177209,0.64,-0.3,0.000189,-0.2030738356,0.2848224622,1.2571334476,-1.3096648683,-1.2134268727,1.7730351464,1.7462347986,0.6528208262,-0.232036503,0.0027516161,0.6296106001,-0.3164280339,0.0008122726
2228,310.158,-0.2030738356,0.2848224622,1.2571334476,-1.3096648683,-1.2134268727,1.7730351464,1.7462347986,0.64,-0.3,0.000189,-0.2030738356,0.2848224622,1.2571334476,-1.3096648683,-1.2134268727,1.7730351464,1.7462347986,0.6296106001,-0.3164280339,0.0008122726,0.6296106001,-0.3164280339,0.0008122726
2229,311.009,0.5918930391,0.7110529562,1.2821993845,-2.0668840745,-0.9957763949,2.0973375186,1.9224863696,0.63,-0.22,0.000189,0.2740333576,0.4631670899,1.2488713543,-1.6196626994,-1.1614850384,1.836872438,1.8119867193,0.4005554447,6.76068098104083E-05,-0.0008925113,0.5782692241,-0.0815447431,-0.025069587
2230,311.21,0.2740333576,0.4631670899,1.2488713543,-1.6196626994,-1.1614850384,1.836872438,1.8119867193,0.63,-0.22,0.000189,-0.0525406756,0.3315932899,1.2212009405,-1.4289521335,-1.1605526374,1.8198681303,1.8038543364,0.5782692241,-0.0815447431,-0.025069587,0.628475205,-0.238559357,0.0147917132
2231,311.41,-0.0525406756,0.3315932899,1.2212009405,-1.4289521335,-1.1605526374,1.8198681303,1.8038543364,0.63,-0.22,0.000189,-0.0525406756,0.3315932899,1.2212009405,-1.4289521335,-1.1605526374,1.8198681303,1.8038543364,0.628475205,-0.238559357,0.0147917132,0.628475205,-0.238559357,0.0147917132
2232,312.328,0.6032103503,0.6898074934,1.2965911954,-2.0748381699,-1.0183107543,2.0863121764,1.9017348247,0.64,0.16,0.000189,0.5451043884,0.4470405496,1.2261622868,-1.6453092407,-1.1256031103,1.8597421264,2.3388749758,0.3989284977,0.0021924907,-0.0009066687,0.5845194744,0.078584077,0.0007366507
2233,312.531,0.5451043884,0.4470405496,1.2261622868,-1.6453092407,-1.1256031103,1.8597421264,2.3388749758,0.64,0.16,0.000189,0.5650970893,0.3770995413,1.1969669208,-1.4447216842,-1.1217223735,1.8563803271,2.3818065637,0.5845194744,0.078584077,0.0007366507,0.639366923,0.1645950225,0.0067094072
2234,312.732,0.5650970893,0.3770995413,1.1969669208,-1.4447216842,-1.1217223735,1.8563803271,2.3818065637,0.64,0.16,0.000189,0.5650970893,0.3770995413,1.1969669208,-1.4447216842,-1.1217223735,1.8563803271,2.3818065637,0.639366923,0.1645950225,0.0067094072,0.639366923,0.1645950225,0.0067094072
2235,313.452,0.5780011401,0.7704467187,1.2579661801,-2.0515553283,-0.9335783466,2.1212337166,1.9828919694,0.51,0.21,0.000189,0.6805065886,0.5326253071,1.1768839027,-1.7183853772,-1.0338444769,1.9566272775,2.3623731021,0.3986180327,-0.0015263602,-0.0050603067,0.5423579663,0.1428856456,0.0084282791
2236,313.661,0.6805065886,0.5326253071,1.1768839027,-1.7183853772,-1.0338444769,1.9566272775,2.3623731021,0.51,0.21,0.000189,0.6805065886,0.5326253071,1.1768839027,-1.7183853772,-1.0338444769,1.9566272775,2.3623731021,0.5423579663,0.1428856456,0.0084282791,0.5423579663,0.1428856456,0.0084282791
2237,314.378,0.5701200059,0.7972423787,1.2445157761,-2.0533894941,-0.9049931022,2.1301483561,2.0038564423,0.58,0.02,0.000189,0.3860558227,0.5846205556,1.1239068047,-1.7130480812,-0.9594747947,1.9844697692,2.175324115,0.3963123895,-0.0037663675,-0.0041011753,0.5625069161,-0.0112350975,0.0127195671
2238,314.578,0.3860558227,0.5846205556,1.1239068047,-1.7130480812,-0.9594747947,1.9844697692,2.175324115,0.58,0.02,0.000189,0.3860558227,0.5846205556,1.1239068047,-1.7130480812,-0.9594747947,1.9844697692,2.175324115,0.5625069161,-0.0112350975,0.0127195671,0.5625069161,-0.0112350975,0.0127195671
2239,315.256,0.5603183802,0.8318060683,1.219964422,-2.0464794084,-0.8621624226,2.1458463484,2.0379923288,0.59,0.38,0.000189,0.8104615967,0.5762977935,1.0935466407,-1.5350370278,-0.9675658123,1.8872818111,2.7327512087,0.3972102638,-0.0026350806,-0.0029488321,0.5481394509,0.2719278373,-0.0195612741
2240,315.458,0.8104615967,0.5762977935,1.0935466407,-1.5350370278,-0.9675658123,1.8872818111,2.7327512087,0.59,0.38,0.000189,0.800701321,0.4235899406,1.0464633624,-1.2821399769,-0.9664463632,1.8736913232,2.8685637823,0.5481394509,0.2719278373,-0.0195612741,0.5951902825,0.3853100972,0.0157252619
2241,315.658,0.800701321,0.4235899406,1.0464633624,-1.2821399769,-0.9664463632,1.8736913232,2.8685637823,0.59,0.38,0.000189,0.800701321,0.4235899406,1.0464633624,-1.2821399769,-0.9664463632,1.8736913232,2.8685637823,0.5951902825,0.3853100972,0.0157252619,0.5951902825,0.3853100972,0.0157252619
2242,316.535,0.5150833387,0.937434757,1.1428368315,-2.0232087657,-0.7134791463,2.1807846725,2.1419846207,0.57,-0.36,0.000189,0.1863206004,0.6756044894,1.1795530448,-1.5796638599,-1.1041872922,1.8618789979,1.6852289109,0.3997323066,-0.0006740998,-0.0009400158,0.5226552989,-0.1332920348,-0.095825668
2243,316.736,0.1863206004,0.6756044894,1.1795530448,-1.5796638599,-1.1041872922,1.8618789979,1.6852289109,0.57,-0.36,0.000189,-0.1636022698,0.4176791562,1.1755556569,-1.4110193574,-1.0992905578,1.8514989248,1.6275785782,0.5226552989,-0.1332920348,-0.095825668,0.5898694451,-0.2969699788,-0.0118938264
2244,316.938,-0.1636022698,0.4176791562,1.1755556569,-1.4110193574,-1.0992905578,1.8514989248,1.6275785782,0.57,-0.36,0.000189,-0.305829218,0.3777177102,1.1733676747,-1.3812330857,-1.1068837425,1.8435954463,1.6334613736,0.5898694451,-0.2969699788,-0.0118938264,0.5628580164,-0.3791621137,0.003968701
2245,317.138,-0.305829218,0.3777177102,1.1733676747,-1.3812330857,-1.1068837425,1.8435954463,1.6334613736,0.57,-0.36,0.000189,-0.305829218,0.3777177102,1.1733676747,-1.3812330857,-1.1068837425,1.8435954463,1.6334613736,0.5628580164,-0.3791621137,0.003968701,0.5628580164,-0.3791621137,0.003968701
2246,317.94,0.5996064962,0.7205598687,1.2779764905,-2.0632736315,-0.980791917,2.1046696728,1.9305517509,0.53,0.18,0.000189,0.764436695,0.5040958104,1.2244177348,-1.7653271832,-1.0851672804,1.9512555564,2.3288199029,0.4009020997,0.004925186,-0.0010841402,0.5169762808,0.1685363222,0.0067586496
2247,318.142,0.764436695,0.5040958104,1.2244177348,-1.7653271832,-1.0851672804,1.9512555564,2.3288199029,0.53,0.18,0.000189,0.764436695,0.5040958104,1.2244177348,-1.7653271832,-1.0851672804,1.9512555564,2.3288199029,0.5169762808,0.1685363222,0.0067586496,0.5169762808,0.1685363222,0.0067586496
2248,318.822,0.5825645198,0.7441726014,1.2757687978,-2.064903383,-0.9688673798,2.1047690181,1.9557162501,0.6,0.2,0.000189,0.6623873524,0.49976394,1.2007461594,-1.6564005574,-1.0827124154,1.8994169964,2.40770711,0.3958289777,-0.0048268488,-0.0044960503,0.5604039454,0.1433933571,-0.0059790444
2249,319.024,0.6623873524,0.49976394,1.2007461594,-1.6564005574,-1.0827124154,1.8994169964,2.40770711,0.6,0.2,0.000189,0.6623873524,0.49976394,1.2007461594,-1.6564005574,-1.0827124154,1.8994169964,2.40770711,0.5604039454,0.1433933571,-0.0059790444,0.5604039454,0.1433933571,-0.0059790444
2250,319.81,0.5710439441,0.7957862393,1.244888361,-2.0546626256,-0.9037476578,2.1316343688,2.0055065106,0.67,-0.32,0.000189,0.2604256821,0.5501113792,1.1873597709,-1.5200191374,-1.1073709021,1.8036309271,1.8729582779,0.3963436114,-0.0030532116,-0.0033584097,0.5921610654,-0.07482561,-0.0590991808
2251,320.01,0.2604256821,0.5501113792,1.1873597709,-1.5200191374,-1.1073709021,1.8036309271,1.8729582779,0.67,-0.32,0.000189,-0.0889425524,0.3192301746,1.1579687624,-1.2265345163,-1.1012557139,1.7920950392,1.851593418,0.5921610654,-0.07482561,-0.0590991808,0.6959829148,-0.2235217814,0.0136798672
2252,320.21,-0.0889425524,0.3192301746,1.1579687624,-1.2265345163,-1.1012557139,1.7920950392,1.851593418,0.67,-0.32,0.000189,-0.2825448866,0.3182624419,1.1586463683,-1.1629726488,-1.1153423154,1.7847021502,1.8640727816,0.6959829148,-0.2235217814,0.0136798672,0.6574836528,-0.3420735772,-0.0006796323
2253,320.41,-0.2825448866,0.3182624419,1.1586463683,-1.1629726488,-1.1153423154,1.7847021502,1.8640727816,0.67,-0.32,0.000189,-0.2825448866,0.3182624419,1.1586463683,-1.1629726488,-1.1153423154,1.7847021502,1.8640727816,0.6574836528,-0.3420735772,-0.0006796323,0.6574836528,-0.3420735772,-0.0006796323
2254,321.285,0.5665749967,0.8166174684,1.2191905903,-2.0459862327,-0.8700296729,2.1450458341,2.0161162453,0.39,-0.05,0.000189,0.5665749967,0.8166174684,1.2191905903,-2.0459862327,-0.8700296729,2.1450458341,2.0161162453,0.4011188046,0.0016055879,0.0001227403,0.4011188046,0.0016055879,0.0001227403
2255,321.487,0.2404061409,0.5628074898,1.2001499991,-1.7143255659,-1.0765932811,1.9303701383,1.7519129603,0.38,-0.03,0.000189,-0.0234362485,0.4655794811,1.179714197,-1.6102667336,-1.0811136751,1.9134840067,1.7330616566,0.5344046983,-0.1105028077,-0.0188449361,0.5532613633,-0.2372599124,0.0076101496
2256,321.687,-0.0234362485,0.4655794811,1.179714197,-1.6102667336,-1.0811136751,1.9134840067,1.7330616566,0.38,-0.03,0.000189,-0.0234362485,0.4655794811,1.179714197,-1.6102667336,-1.0811136751,1.9134840067,1.7330616566,0.5532613633,-0.2372599124,0.0076101496,0.5532613633,-0.2372599124,0.0076101496
2257,322.419,0.6039756051,0.7187037019,1.2817792554,-2.0646631053,-0.9862881872,2.1024203399,1.9249353935,0.53,0.14,0.000189,0.7004925329,0.5111972219,1.2196560559,-1.7788969734,-1.0751697384,1.9624102004,2.2635947649,0.3996887949,0.0055621226,-0.0021088281,0.5232491975,0.132697744,0.009832336
2258,322.619,0.7004925329,0.5111972219,1.2196560559,-1.7788969734,-1.0751697384,1.9624102004,2.2635947649,0.53,0.14,0.000189,0.7004925329,0.5111972219,1.2196560559,-1.7788969734,-1.0751697384,1.9624102004,2.2635947649,0.5232491975,0.132697744,0.009832336,0.5232491975,0.132697744,0.009832336
2259,323.309,0.5853019069,0.7370622669,1.2780342178,-2.0663509491,-0.9765641711,2.1023808462,1.9520254518,0.55,-0.21,0.000189,0.273601304,0.4908949972,1.258721707,-1.7520303796,-1.1467123724,1.9008165291,1.7067586308,0.3962634533,-0.00404265,-0.0039606396,0.5304723644,-0.1020161041,-0.0113032592
2260,323.51,0.273601304,0.4908949972,1.258721707,-1.7520303796,-1.1467123724,1.9008165291,1.7067586308,0.55,-0.21,0.000189,0.017370604,0.4179558351,1.240180319,-1.6497026088,-1.1533909819,1.8840765454,1.6901049262,0.5304723644,-0.1020161041,-0.0113032592,0.5460368852,-0.2240153413,0.0058786661
2261,323.71,0.017370604,0.4179558351,1.240180319,-1.6497026088,-1.1533909819,1.8840765454,1.6901049262,0.55,-0.21,0.000189,0.017370604,0.4179558351,1.240180319,-1.6497026088,-1.1533909819,1.8840765454,1.6901049262,0.5460368852,-0.2240153413,0.0058786661,0.5460368852,-0.2240153413,0.0058786661
2262,324.358,0.6156386155,0.6560280913,1.3159345208,-2.0808240849,-1.0560632434,2.0694302726,1.8715184597,0.69,0.28,0.000189,0.5799294176,0.4040215324,1.3284373543,-1.6297986552,-1.2862626041,1.7266107122,2.4942774185,0.3984161064,0.0049933072,-0.0019699379,0.5706832632,0.0792840536,-0.0418169532
2263,324.559,0.5799294176,0.4040215324,1.3284373543,-1.6297986552,-1.2862626041,1.7266107122,2.4942774185,0.69,0.28,0.000189,0.6061348289,0.1947503596,1.3109827497,-1.244322424,-1.2742481709,1.7195434704,2.5844027474,0.5706832632,0.0792840536,-0.0418169532,0.6858848142,0.2701795892,0.0194239341
2264,324.759,0.6061348289,0.1947503596,1.3109827497,-1.244322424,-1.2742481709,1.7195434704,2.5844027474,0.69,0.28,0.000189,0.6061348289,0.1947503596,1.3109827497,-1.244322424,-1.2742481709,1.7195434704,2.5844027474,0.6858848142,0.2701795892,0.0194239341,0.6858848142,0.2701795892,0.0194239341
2265,325.814,0.5773476947,0.769902487,1.2524790836,-2.0529939439,-0.9261082812,2.1222797111,1.9853306183,0.68,0.33,0.000189,0.6181663858,0.5411740425,1.2037398182,-1.5778986619,-1.1293016306,1.7856364199,2.6128374174,0.400444243,-0.0003401781,-0.0020583204,0.5728584877,0.1159821807,-0.0487547613
2266,326.014,0.6181663858,0.5411740425,1.2037398182,-1.5778986619,-1.1293016306,1.7856364199,2.6128374174,0.68,0.33,0.000189,0.6424633572,0.2978226611,1.1765730448,-1.1791229918,-1.1216687106,1.7783258724,2.7420732617,0.5728584877,0.1159821807,-0.0487547613,0.6719404567,0.3163713057,0.0091079256
2267,326.214,0.6424633572,0.2978226611,1.1765730448,-1.1791229918,-1.1216687106,1.7783258724,2.7420732617,0.68,0.33,0.000189,0.6424633572,0.2978226611,1.1765730448,-1.1791229918,-1.1216687106,1.7783258724,2.7420732617,0.6719404567,0.3163713057,0.0091079256,0.6719404567,0.3163713057,0.0091079256
2268,327.12,0.5399026371,0.8793245103,1.1821447848,-2.0331663339,-0.7879967652,2.1642636054,2.0869339458,0.55,-0.08,0.000189,0.2584173132,0.6480264674,1.1226985864,-1.764175391,-0.9408498867,2.0204131107,1.9981502202,0.4006043551,-0.0003486801,-0.0005813218,0.5256606035,-0.0903106521,0.0017705949
2269,327.322,0.2584173132,0.6480264674,1.1226985864,-1.764175391,-0.9408498867,2.0204131107,1.9981502202,0.55,-0.08,0.000189,0.2584173132,0.6480264674,1.1226985864,-1.764175391,-0.9408498867,2.0204131107,1.9981502202,0.5256606035,-0.0903106521,0.0017705949,0.5256606035,-0.0903106521,0.0017705949
2270,328.028,0.5707085657,0.8221925187,1.2221517245,-2.046692045,-0.8694909583,2.1468736344,2.0196777414,0.51,-0.17,0.000189,0.2479192904,0.5741162619,1.2247988861,-1.8190780096,-1.0773647478,1.971688408,1.733467523,0.3986109088,0.0020867209,-0.0018760269,0.496483811,-0.1197724823,-0.0077577543
2271,328.228,0.2479192904,0.5741162619,1.2247988861,-1.8190780096,-1.0773647478,1.971688408,1.733467523,0.51,-0.17,0.000189,0.2479192904,0.5741162619,1.2247988861,-1.8190780096,-1.0773647478,1.971688408,1.733467523,0.496483811,-0.1197724823,-0.0077577543,0.496483811,-0.1197724823,-0.0077577543
2272,329.053,0.591384804,0.7321930792,1.2724670013,-2.0650006183,-0.9738806735,2.1081095087,1.9377671464,0.54,0.08,0.000189,0.5841953225,0.5439250488,1.1975083204,-1.7888450765,-1.039750757,1.9813159335,2.1857236317,0.3993262453,0.0009869265,-0.0010613674,0.5305220988,0.0706719416,0.0115123425
2273,329.254,0.5841953225,0.5439250488,1.1975083204,-1.7888450765,-1.039750757,1.9813159335,2.1857236317,0.54,0.08,0.000189,0.5841953225,0.5439250488,1.1975083204,-1.7888450765,-1.039750757,1.9813159335,2.1857236317,0.5305220988,0.0706719416,0.0115123425,0.5305220988,0.0706719416,0.0115123425
2274,329.807,0.5898646212,0.7318566493,1.2785161932,-2.0650897773,-0.9856993399,2.1012714102,1.9472989997,0.56,-0.23,0.000189,0.2706660001,0.4821967661,1.2598134887,-1.735836808,-1.1530945443,1.887838459,1.6893890087,0.3971142108,-0.0022702066,-0.0042013287,0.5369276614,-0.1018891355,-0.0123137844
2275,330.011,0.2706660001,0.4821967661,1.2598134887,-1.735836808,-1.1530945443,1.887838459,1.6893890087,0.56,-0.23,0.000189,-0.0297737528,0.4001064589,1.2385780546,-1.6098272399,-1.158184243,1.8720651407,1.6691726489,0.5369276614,-0.1018891355,-0.0123137844,0.5530349182,-0.2462227653,0.0066073709
2276,330.211,-0.0297737528,0.4001064589,1.2385780546,-1.6098272399,-1.158184243,1.8720651407,1.6691726489,0.56,-0.23,0.000189,-0.0297737528,0.4001064589,1.2385780546,-1.6098272399,-1.158184243,1.8720651407,1.6691726489,0.5530349182,-0.2462227653,0.0066073709,0.5530349182,-0.2462227653,0.0066073709
2277,330.83,0.6078937309,0.6538511487,1.3172540856,-2.0740874054,-1.0590202663,2.0672723134,1.8719853533,0.54,-0.32,0.000189,0.3188815434,0.4082198326,1.328960055,-1.7254058828,-1.2540338083,1.8133438701,1.536882911,0.4001803305,0.00277666,-0.0037706828,0.5433655663,-0.0792276521,-0.0233273006
2278,331.034,0.3188815434,0.4082198326,1.328960055,-1.7254058828,-1.2540338083,1.8133438701,1.536882911,0.54,-0.32,0.000189,-0.0310078021,0.2906551502,1.3097078375,-1.5858194557,-1.2509119717,1.8027088988,1.4948256787,0.5433655663,-0.0792276521,-0.0233273006,0.5731461763,-0.248908613,0.0156843783
2279,331.234,-0.0310078021,0.2906551502,1.3097078375,-1.5858194557,-1.2509119717,1.8027088988,1.4948256787,0.54,-0.32,0.000189,-0.1844250808,0.3045217913,1.3138670517,-1.5623735029,-1.259267117,1.7961641587,1.5030724699,0.5731461763,-0.248908613,0.0156843783,0.5311475322,-0.3308279985,0.0024526988
2280,331.434,-0.1844250808,0.3045217913,1.3138670517,-1.5623735029,-1.259267117,1.7961641587,1.5030724699,0.54,-0.32,0.000189,-0.1844250808,0.3045217913,1.3138670517,-1.5623735029,-1.259267117,1.7961641587,1.5030724699,0.5311475322,-0.3308279985,0.0024526988,0.5311475322,-0.3308279985,0.0024526988
2281,332.163,0.6193092073,0.5502427551,1.3654949215,-2.0962101183,-1.1582660979,2.0043094084,1.7947917091,0.68,0.24,0.000189,0.5632466468,0.3301148103,1.4242628152,-1.7208154521,-1.4021215323,1.6808225368,2.3312825715,0.4010422104,0.0037043956,-0.0022245933,0.5397872408,0.0475436701,-0.0480232733
2282,332.363,0.5632466468,0.3301148103,1.4242628152,-1.7208154521,-1.4021215323,1.6808225368,2.3312825715,0.68,0.24,0.000189,0.5813425522,0.1259528328,1.4175511017,-1.3535622794,-1.3882535119,1.6658238602,2.4304204463,0.5397872408,0.0475436701,-0.0480232733,0.6777415108,0.2185627205,0.0188980379
2283,332.563,0.5813425522,0.1259528328,1.4175511017,-1.3535622794,-1.3882535119,1.6658238602,2.4304204463,0.68,0.24,0.000189,0.5813425522,0.1259528328,1.4175511017,-1.3535622794,-1.3882535119,1.6658238602,2.4304204463,0.6777415108,0.2185627205,0.0188980379,0.6777415108,0.2185627205,0.0188980379
2284,333.442,0.6012123109,0.6562347653,1.3148428578,-2.0788437122,-1.0547120033,2.0627592628,1.8890561578,0.57,0.29,0.000189,0.8342751557,0.4146309432,1.2839793425,-1.6876315423,-1.1896434655,1.8477836175,2.4536476287,0.3995895705,-0.0011240867,-0.0019547242,0.5264075608,0.2227676426,-0.007116795
2285,333.642,0.8342751557,0.4146309432,1.2839793425,-1.6876315423,-1.1896434655,1.8477836175,2.4536476287,0.57,0.29,0.000189,0.8342751557,0.4146309432,1.2839793425,-1.6876315423,-1.1896434655,1.8477836175,2.4536476287,0.5264075608,0.2227676426,-0.007116795,0.5264075608,0.2227676426,-0.007116795
2286,334.383,0.5886589979,0.7271338631,1.2835350447,-2.0613104249,-0.9850710533,2.0986478313,1.9444608632,0.61,0.27,0.000189,0.7255744915,0.4887011585,1.2222606705,-1.6415223852,-1.1189757871,1.8628563489,2.4839553719,0.3980763393,-0.0020400512,-0.0054583041,0.5521717648,0.175803157,-0.0166972332
2287,334.583,0.7255744915,0.4887011585,1.2222606705,-1.6415223852,-1.1189757871,1.8628563489,2.4839553719,0.61,0.27,0.000189,0.7256211655,0.3688287025,1.1899688915,-1.4263065631,-1.1148677292,1.8521233677,2.5682914976,0.5521717648,0.175803157,-0.0166972332,0.6099270974,0.2734948302,0.011078074
2288,334.783,0.7256211655,0.3688287025,1.1899688915,-1.4263065631,-1.1148677292,1.8521233677,2.5682914976,0.61,0.27,0.000189,0.7256211655,0.3688287025,1.1899688915,-1.4263065631,-1.1148677292,1.8521233677,2.5682914976,0.6099270974,0.2734948302,0.011078074,0.6099270974,0.2734948302,0.011078074
2289,335.461,0.5712919237,0.7939702397,1.2428468999,-2.0493181712,-0.9022466974,2.1315512977,2.0050201271,0.6,-0.27,0.000189,0.2568810719,0.5427005656,1.2662473956,-1.6468497977,-1.1929704977,1.83539467,1.714264394,0.3986562756,-0.0014597456,-0.0035731579,0.5341586931,-0.1066032413,-0.0634950476
2290,335.661,0.2568810719,0.5427005656,1.2662473956,-1.6468497977,-1.1929704977,1.83539467,1.714264394,0.6,-0.27,0.000189,-0.0841501992,0.3290780077,1.2491367363,-1.48636064,-1.18681658,1.82065408,1.6806049997,0.5341586931,-0.1066032413,-0.0634950476,0.5964867914,-0.2665828602,0.0123065206
2291,335.863,-0.0841501992,0.3290780077,1.2491367363,-1.48636064,-1.18681658,1.82065408,1.6806049997,0.6,-0.27,0.000189,-0.0841501992,0.3290780077,1.2491367363,-1.48636064,-1.18681658,1.82065408,1.6806049997,0.5964867914,-0.2665828602,0.0123065206,0.5964867914,-0.2665828602,0.0123065206
2292,336.819,0.6094258091,0.6415480952,1.3201555199,-2.0806596182,-1.0702462599,2.0603447791,1.8648525269,0.46,0.06,0.000189,0.6094258091,0.6415480952,1.3201555199,-2.0806596182,-1.0702462599,2.0603447791,1.8648525269,0.4001956936,0.0023931614,-0.0015417187,0.4001956936,0.0023931614,-0.0015417187
2293,337.019,0.2950337727,0.4016001924,1.306892141,-1.7362777371,-1.2163703805,1.845206995,1.6540644967,0.48,0.06,0.000189,-0.0248886251,0.3381522248,1.2893194435,-1.6042038922,-1.2219205784,1.829482659,1.6365206277,0.5483280819,-0.0888318683,-0.0052096236,0.5599680817,-0.2458620002,0.0071922486
2294,337.219,-0.0248886251,0.3381522248,1.2893194435,-1.6042038922,-1.2219205784,1.829482659,1.6365206277,0.48,0.06,0.000189,-0.0248886251,0.3381522248,1.2893194435,-1.6042038922,-1.2219205784,1.829482659,1.6365206277,0.5599680817,-0.2458620002,0.0071922486,0.5599680817,-0.2458620002,0.0071922486
2295,338.015,0.6172310916,0.596538224,1.3460543254,-2.0870074,-1.1164370974,2.0332851651,1.8271584895,0.52,0.27,0.000189,0.8673119719,0.5571408705,1.1512264902,-1.7260315227,-0.9690453232,1.9895462689,2.5125022496,0.3999382529,0.003742202,-0.0034940342,0.5028979648,0.247771717,0.0170520941
